date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,population_cible_vaccination,cas_signalés,cas_suspects,cas_confirmes_lnr,deces,new_recoveries,total_recoveries,cas_0_4_ans,cas_5_9_ans,cas_10_14_ans,cas_15_19_ans,cas_20_plus_ans,cas_masculins,cas_feminins,cas_non_vaccines,cas_statut_inconnu,cas_1_dose,cas_2_doses,enfants_vaccines_1_dose,enfants_vaccines_2_doses,couverture_vaccinale_pct,taux_incidence,taux_letalite,periode_epidemique
2020-08-24,2020,8,2020-W35,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-08-31,2020,8,2020-W36,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-09-07,2020,9,2020-W37,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-09-14,2020,9,2020-W38,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-09-21,2020,9,2020-W39,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-09-28,2020,9,2020-W40,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-10-05,2020,10,2020-W41,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-10-12,2020,10,2020-W42,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-10-19,2020,10,2020-W43,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-10-26,2020,10,2020-W44,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-11-02,2020,11,2020-W45,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-11-09,2020,11,2020-W46,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-11-16,2020,11,2020-W47,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-11-23,2020,11,2020-W48,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-11-30,2020,11,2020-W49,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-12-07,2020,12,2020-W50,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-12-14,2020,12,2020-W51,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-12-21,2020,12,2020-W52,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2020-12-28,2020,12,2020-W53,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43765,23169,30.0,0.0,0.0,2020-2024
2021-01-04,2021,1,2021-W01,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-01-11,2021,1,2021-W02,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-01-18,2021,1,2021-W03,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-01-25,2021,1,2021-W04,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-02-01,2021,2,2021-W05,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-02-08,2021,2,2021-W06,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-02-15,2021,2,2021-W07,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-02-22,2021,2,2021-W08,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-03-01,2021,3,2021-W09,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-03-08,2021,3,2021-W10,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-03-15,2021,3,2021-W11,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-03-22,2021,3,2021-W12,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-03-29,2021,3,2021-W13,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-04-05,2021,4,2021-W14,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-04-12,2021,4,2021-W15,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-04-19,2021,4,2021-W16,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-04-26,2021,4,2021-W17,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-05-03,2021,5,2021-W18,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-05-10,2021,5,2021-W19,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-05-17,2021,5,2021-W20,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-05-24,2021,5,2021-W21,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-05-31,2021,5,2021-W22,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-06-07,2021,6,2021-W23,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-06-14,2021,6,2021-W24,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-06-21,2021,6,2021-W25,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-06-28,2021,6,2021-W26,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-07-05,2021,7,2021-W27,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-07-12,2021,7,2021-W28,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-07-19,2021,7,2021-W29,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-07-26,2021,7,2021-W30,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-08-02,2021,8,2021-W31,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-08-09,2021,8,2021-W32,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-08-16,2021,8,2021-W33,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-08-23,2021,8,2021-W34,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-08-30,2021,8,2021-W35,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-09-06,2021,9,2021-W36,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-09-13,2021,9,2021-W37,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-09-20,2021,9,2021-W38,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-09-27,2021,9,2021-W39,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-10-04,2021,10,2021-W40,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-10-11,2021,10,2021-W41,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-10-18,2021,10,2021-W42,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-10-25,2021,10,2021-W43,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-11-01,2021,11,2021-W44,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-11-08,2021,11,2021-W45,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-11-15,2021,11,2021-W46,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-11-22,2021,11,2021-W47,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-11-29,2021,11,2021-W48,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-12-06,2021,12,2021-W49,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-12-13,2021,12,2021-W50,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-12-20,2021,12,2021-W51,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2021-12-27,2021,12,2021-W52,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61271,32437,42.0,0.0,0.0,2020-2024
2022-01-03,2022,1,2022-W01,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-01-10,2022,1,2022-W02,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-01-17,2022,1,2022-W03,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-01-24,2022,1,2022-W04,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-01-31,2022,1,2022-W05,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-02-07,2022,2,2022-W06,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-02-14,2022,2,2022-W07,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-02-21,2022,2,2022-W08,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-02-28,2022,2,2022-W09,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-03-07,2022,3,2022-W10,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-03-14,2022,3,2022-W11,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-03-21,2022,3,2022-W12,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-03-28,2022,3,2022-W13,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-04-04,2022,4,2022-W14,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-04-11,2022,4,2022-W15,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-04-18,2022,4,2022-W16,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-04-25,2022,4,2022-W17,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-05-02,2022,5,2022-W18,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-05-09,2022,5,2022-W19,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-05-16,2022,5,2022-W20,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-05-23,2022,5,2022-W21,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-05-30,2022,5,2022-W22,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-06-06,2022,6,2022-W23,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-06-13,2022,6,2022-W24,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-06-20,2022,6,2022-W25,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-06-27,2022,6,2022-W26,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-07-04,2022,7,2022-W27,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-07-11,2022,7,2022-W28,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-07-18,2022,7,2022-W29,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
2022-07-25,2022,7,2022-W30,Analamanga,-18.9137,47.5247,4290727,171629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72942,38616,50.0,0.0,0.0,2020-2024
