country,date,region,new_cases,total_cases,new_deaths,total_deaths,new_recoveries,total_recoveries,active_cases,hosp_patients,taux_letalite,reproduction_rate,stringency_index,population,code,continent,new_cases_smoothed,taux_incidence
Madagascar,2020-07-14,Alaotra-Mangoro,4,232,0,0,4,179,53,2,0.0,1.17,69.4,1479918,MDG,Africa,4.57,0.3088
Madagascar,2020-07-15,Alaotra-Mangoro,5,237,0,0,4,183,54,2,0.0,1.47,76.4,1479918,MDG,Africa,4.57,0.3088
Madagascar,2020-07-16,Alaotra-Mangoro,5,242,0,0,4,187,55,2,0.0,1.26,80.0,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-07-17,Alaotra-Mangoro,4,246,0,0,4,191,55,2,0.0,1.33,70.4,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-07-18,Alaotra-Mangoro,5,251,0,0,5,196,55,2,0.0,1.16,83.2,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-07-19,Alaotra-Mangoro,5,256,0,0,4,200,56,3,0.0,1.35,71.0,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-07-20,Alaotra-Mangoro,5,261,0,0,5,205,56,3,0.0,1.28,79.1,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-07-21,Alaotra-Mangoro,5,266,0,0,4,209,57,3,0.0,1.17,70.4,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-07-22,Alaotra-Mangoro,5,271,0,0,4,213,58,3,0.0,1.13,62.0,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-07-23,Alaotra-Mangoro,5,276,0,0,5,218,58,3,0.0,1.31,69.5,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-07-24,Alaotra-Mangoro,5,281,0,0,5,223,58,3,0.0,1.39,84.7,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-25,Alaotra-Mangoro,5,286,0,0,5,228,58,3,0.0,1.44,71.0,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-26,Alaotra-Mangoro,5,291,0,0,4,232,59,3,0.0,1.25,74.6,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-27,Alaotra-Mangoro,5,296,0,0,5,237,59,3,0.0,1.14,84.7,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-28,Alaotra-Mangoro,5,301,0,0,5,242,59,3,0.0,1.49,83.1,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-29,Alaotra-Mangoro,5,306,0,0,4,246,60,3,0.0,1.36,72.6,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-30,Alaotra-Mangoro,5,311,0,0,5,251,60,3,0.0,1.38,67.9,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-07-31,Alaotra-Mangoro,6,317,1,1,5,256,60,3,0.32,1.44,63.4,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-08-01,Alaotra-Mangoro,6,323,0,1,5,261,61,3,0.31,1.42,81.7,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-02,Alaotra-Mangoro,6,329,1,2,5,266,61,3,0.61,1.17,72.0,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-03,Alaotra-Mangoro,5,334,0,2,5,271,61,3,0.6,1.46,84.0,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-04,Alaotra-Mangoro,5,339,0,2,5,276,61,3,0.59,1.42,83.5,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-05,Alaotra-Mangoro,5,344,0,2,5,281,61,3,0.58,1.04,89.6,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-06,Alaotra-Mangoro,6,350,1,3,5,286,61,3,0.86,0.99,75.7,1479918,MDG,Africa,5.57,0.3764
Madagascar,2020-08-07,Alaotra-Mangoro,6,356,1,4,5,291,61,3,1.12,1.01,73.8,1479918,MDG,Africa,5.57,0.3764
Madagascar,2020-08-08,Alaotra-Mangoro,5,361,0,4,5,296,61,3,1.11,1.01,81.6,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-09,Alaotra-Mangoro,5,366,0,4,5,301,61,3,1.09,1.03,77.2,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-10,Alaotra-Mangoro,6,372,1,5,5,306,61,3,1.34,1.01,88.1,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-11,Alaotra-Mangoro,5,377,0,5,5,311,61,3,1.33,0.99,81.4,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-12,Alaotra-Mangoro,5,382,0,5,5,316,61,3,1.31,1.03,75.0,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-13,Alaotra-Mangoro,5,387,0,5,6,322,60,3,1.29,0.96,83.6,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-14,Alaotra-Mangoro,6,393,1,6,5,327,60,3,1.53,0.99,77.6,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-15,Alaotra-Mangoro,5,398,0,6,5,332,60,3,1.51,1.04,78.2,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-16,Alaotra-Mangoro,5,403,0,6,5,337,60,3,1.49,1.05,72.1,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-17,Alaotra-Mangoro,5,408,1,7,5,342,59,3,1.72,0.98,83.9,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-08-18,Alaotra-Mangoro,5,413,0,7,5,347,59,3,1.69,0.96,77.7,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-08-19,Alaotra-Mangoro,6,419,1,8,5,352,59,3,1.91,1.04,85.2,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-20,Alaotra-Mangoro,6,425,1,9,5,357,59,3,2.12,0.98,77.1,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-21,Alaotra-Mangoro,5,430,0,9,5,362,59,3,2.09,1.0,84.6,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-22,Alaotra-Mangoro,6,436,1,10,5,367,59,3,2.29,0.97,80.6,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-23,Alaotra-Mangoro,5,441,0,10,5,372,59,3,2.27,0.96,78.0,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-24,Alaotra-Mangoro,5,446,0,10,5,377,59,3,2.24,0.97,76.2,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-25,Alaotra-Mangoro,6,452,1,11,5,382,59,3,2.43,0.98,85.4,1479918,MDG,Africa,5.57,0.3764
Madagascar,2020-08-26,Alaotra-Mangoro,5,457,0,11,5,387,59,3,2.41,0.61,49.9,1479918,MDG,Africa,5.43,0.3669
Madagascar,2020-08-27,Alaotra-Mangoro,5,462,0,11,5,392,59,3,2.38,0.71,54.1,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-28,Alaotra-Mangoro,5,467,0,11,5,397,59,3,2.36,0.63,59.8,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-29,Alaotra-Mangoro,5,472,0,11,4,401,60,3,2.33,0.62,47.4,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-08-30,Alaotra-Mangoro,6,478,1,12,5,406,60,3,2.51,0.75,46.1,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-08-31,Alaotra-Mangoro,5,483,0,12,5,411,60,3,2.48,0.84,33.4,1479918,MDG,Africa,5.29,0.3575
Madagascar,2020-09-01,Alaotra-Mangoro,5,488,0,12,5,416,60,3,2.46,0.74,45.2,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-09-02,Alaotra-Mangoro,5,493,0,12,5,421,60,3,2.43,0.67,40.4,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-09-03,Alaotra-Mangoro,5,498,0,12,5,426,60,3,2.41,0.56,49.5,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-09-04,Alaotra-Mangoro,5,503,0,12,5,431,60,3,2.39,0.55,54.9,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-09-05,Alaotra-Mangoro,5,508,0,12,5,436,60,3,2.36,0.68,48.2,1479918,MDG,Africa,5.14,0.3473
Madagascar,2020-09-06,Alaotra-Mangoro,5,513,0,12,5,441,60,3,2.34,0.53,32.8,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-09-07,Alaotra-Mangoro,5,518,0,12,5,446,60,3,2.32,0.59,53.4,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-09-08,Alaotra-Mangoro,5,523,0,12,5,451,60,3,2.29,0.69,39.3,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-09-09,Alaotra-Mangoro,5,528,0,12,5,456,60,3,2.27,0.84,35.8,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-09-10,Alaotra-Mangoro,5,533,0,12,5,461,60,3,2.25,0.6,53.3,1479918,MDG,Africa,5.0,0.3379
Madagascar,2020-09-11,Alaotra-Mangoro,4,537,0,12,5,466,59,3,2.23,0.51,36.6,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-09-12,Alaotra-Mangoro,5,542,0,12,5,471,59,3,2.21,0.71,57.5,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-09-13,Alaotra-Mangoro,4,546,0,12,5,476,58,3,2.2,0.61,36.4,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-09-14,Alaotra-Mangoro,5,551,0,12,5,481,58,3,2.18,0.89,45.7,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-09-15,Alaotra-Mangoro,5,556,0,12,5,486,58,3,2.16,0.53,38.3,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-09-16,Alaotra-Mangoro,5,561,0,12,5,491,58,3,2.14,0.71,32.2,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-09-17,Alaotra-Mangoro,5,566,0,12,5,496,58,3,2.12,0.78,45.7,1479918,MDG,Africa,4.71,0.3183
Madagascar,2020-09-18,Alaotra-Mangoro,5,571,0,12,5,501,58,3,2.1,0.78,40.3,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-09-19,Alaotra-Mangoro,5,576,0,12,5,506,58,3,2.08,0.67,57.8,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-09-20,Alaotra-Mangoro,4,580,0,12,5,511,57,3,2.07,0.58,31.2,1479918,MDG,Africa,4.86,0.3284
Madagascar,2020-09-21,Alaotra-Mangoro,5,585,0,12,5,516,57,3,2.05,0.89,30.2,1479918,MDG,Africa,4.86,0.3284
